Manufacturer,Model Name,Category,Screen Size,Screen,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price (Euros)
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1050,No OS,,2.5kg,1017
Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,16GB,512GB SSD,Intel Iris Plus Graphics 640,Windows,10,1.29kg,2240
HP,Probook 450,Notebook,"15.6""",Full HD 1920x1080,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.07kg,910
Toshiba,Portégé Z30-C-188,Ultrabook,"13.3""",1366x768,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.2kg,1095
Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.37kg,1950
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.56kg,902
Dell,Precision 3520,Workstation,"15.6""",Full HD 1920x1080,8GB,1TB HDD,Nvidia Quadro M620,Windows,10,2.23kg,1778
Lenovo,ThinkPad L570,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.38kg,1055
Lenovo,IdeaPad 110-15ISK,Notebook,"15.6""",Full HD 1920x1080,4GB,1TB HDD,AMD Radeon R5 M430,No OS,,2.2kg,479
Toshiba,Tecra A50-D-11D,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.0kg,1388
Lenovo,Thinkpad 13,Notebook,"13.3""",IPS Panel Full HD 1920x1080,4GB,1GB SSD,Intel HD Graphics 620,Windows,10,1.44kg,735
Samsung,Notebook 9,Ultrabook,"15.0""",Full HD 1920x1080,16GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.23kg,1849
Dell,Latitude 7280,Ultrabook,"12.5""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,1690
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,"15.6""",1366x768,4GB,1TB HDD,Intel HD Graphics 505,Linux,,2kg,398.99
Xiaomi,Mi Notebook,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.28kg,935
Dell,Vostro 5568,Notebook,"15.6""",Full HD 1920x1080,4GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows,10,2.18kg,912.5
HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.04kg,839
HP,EliteBook x360,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.28kg,1700
HP,Pavilion x360,2 in 1 Convertible,"15.6""",Touchscreen 1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.3kg,684.8
Asus,VivoBook L402NA,Notebook,"14.1""",1366x768,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.65kg,348
Lenovo,IdeaPad 510-15ISK,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce 940MX,Windows,10,2.2kg,669
Dell,Inspiron 3552,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics,Windows,10,2.2kg,369
HP,EliteBook x360,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.28kg,1799
Dell,Vostro 3568,Notebook,"15.6""",1366x768,4GB,1TB HDD,AMD Radeon R5 M420X,Linux,,2.18kg,455.7
Asus,Rog GL753VD-GC082T,Gaming,"17.3""",Full HD 1920x1080,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,1369.9
Acer,Chromebook C731-C78G,Netbook,"11.6""",IPS Panel 1366x768,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,,1.25kg,297
Lenovo,IdeaPad 110-17ACL,Notebook,"17.3""",1600x900,4GB,500GB HDD,AMD Radeon R3,Windows,10,2.8kg,379
HP,Probook 640,Notebook,"14.0""",Full HD 1920x1080,4GB,128GB SSD,Intel HD Graphics 620,Windows,10,1.95kg,1265
HP,Envy x360,2 in 1 Convertible,"13.3""",Quad HD+ / Touchscreen 3200x1800,16GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.42kg,1399
Samsung,Notebook 9,Ultrabook,"15.0""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.17kg,1699
Lenovo,ThinkPad T470s,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.32kg,1799
MSI,GS73VR Stealth,Gaming,"17.3""",IPS Panel 4K Ultra HD 3840x2160,16GB,512GB SSD +  2TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.43kg,2649
Toshiba,Portege X30-D-10V,Notebook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.05kg,1475
Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1050Ti,Linux,,2.62kg,929
HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce 930MX,Windows,10,2.04kg,900
Dell,Vostro 3568,Notebook,"15.6""",1366x768,4GB,1TB HDD,AMD Radeon R5 M420X,Windows,10,2.18kg,614
Dell,Latitude 5580,Notebook,"15.6""",Full HD 1920x1080,8GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.9kg,935
Dell,XPS 13,2 in 1 Convertible,"13.3""",Quad HD+ / Touchscreen 3200x1800,8GB,512GB SSD,Intel HD Graphics 615,Windows,10,1.24kg,2013.1
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,"17.3""",IPS Panel Full HD 1920x1080,32GB,256GB SSD +  256GB SSD,Nvidia GeForce GTX 980M,Windows,10,3.58kg,1279
Dell,XPS 13,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,16GB,256GB SSD,Intel HD Graphics 615,Windows,10,1.22kg,1649
Lenovo,ThinkPad X1,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB Flash Storage,Intel HD Graphics 620,Windows,10,1.13kg,2049
Lenovo,ThinkPad T570,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.95kg,1962.99
LG,Gram 15Z970,Ultrabook,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,16GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.08kg,2099
HP,Elitebook 820,Netbook,"12.5""",Full HD 1920x1080,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.26kg,1483
Acer,Chromebook CB5-571-C1DZ,Notebook,"15.6""",IPS Panel Full HD 1920x1080,4GB,16GB Flash Storage,Intel HD Graphics,Chrome OS,,2.20kg,359
Lenovo,IdeaPad Y700-15ISK,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.6kg,789
LG,Gram 14Z970,Ultrabook,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,0.98kg,1899
Dell,Latitude 5480,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,1205
HP,Elitebook Folio,Ultrabook,"12.5""",4K Ultra HD / Touchscreen 3840x2160,8GB,240GB SSD,Intel HD Graphics 515,Windows,10,1.09kg,3100
Lenovo,IdeaPad 510-15IKB,Notebook,"15.6""",Full HD 1920x1080,6GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,2.2kg,789
HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 930MX,Windows,10,2.04kg,1018.99
Acer,Aspire E5-575,Notebook,"15.6""",Full HD 1920x1080,4GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.4kg,499
Lenovo,ThinkPad 13,Notebook,"13.3""",Full HD 1920x1080,4GB,128GB SSD,Intel HD Graphics 620,Windows,10,1.44kg,881
HP,Probook 430,Notebook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.49kg,960
MSI,GE72VR 6RF,Gaming,"17.3""",Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7kg,1599
Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.6kg,1349
MSI,GL62M 7RD,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,1119.91
Dell,Vostro 3568,Notebook,"15.6""",1366x768,4GB,1TB HDD,AMD Radeon R5 M420,Windows,10,2.18kg,684.99
HP,EliteBook 850,Ultrabook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,AMD Radeon R7 M365X,Windows,10,1.84kg,1296.99
HP,Envy 13-AB077cl,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.39kg,1149
Toshiba,Tecra Z50-C-140,Notebook,"15.6""",IPS Panel Full HD 1920x1080,16GB,256GB SSD,Nvidia GeForce 930M,Windows,10,2.4kg,1975
Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.37kg,1825
Dell,Latitude 3580,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,1.95kg,729.9
Lenovo,Thinkpad X270,Ultrabook,"12.5""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.36kg,1650
HP,Probook 650,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,2.31kg,1165
Dell,Vostro 3568,Notebook,"15.6""",1366x768,4GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.18kg,708.06
HP,ProBook 640,Notebook,"14.0""",1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,1.95kg,1149
Lenovo,IdeaPad 320-15IAP,Notebook,"15.6""",1366x768,4GB,1TB HDD,Intel HD Graphics 505,Windows,10,2.2kg,309
HP,EliteBook 820,Ultrabook,"12.5""",Full HD 1920x1080,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,1.26kg,1579
HP,250 G6,Notebook,"15.6""",1366x768,4GB,1TB HDD,Intel HD Graphics 400,No OS,,1.86kg,288.9
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,"13.3""",IPS Panel Quad HD+ / Touchscreen 3200x1800,16GB,1TB SSD,Intel Iris Graphics 540,Windows,10,1.3kg,1799
Toshiba,Tecra Z40-C-12X,Notebook,"14.0""",IPS Panel Full HD 1920x1080,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,1.47kg,1105
HP,EliteBook 820,Netbook,"12.5""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.26kg,1669
Dell,Vostro 3568,Notebook,"15.6""",1366x768,4GB,1TB HDD,Intel HD Graphics 520,Windows,10,2.18kg,558.6
MSI,GP62M Leopard,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,1199
Dell,Latitude 7480,Ultrabook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.36kg,1639
Dell,Alienware 17,Gaming,"17.3""",2560x1440,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1080,Windows,10,4.36kg,2758
HP,Omen 17-W006na,Gaming,"17.3""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,Windows,10,2.75kg,1399
Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,"17.3""",1600x900,4GB,1TB HDD,Nvidia GeForce 920MX,Windows,10,2.8kg,530
Acer,TravelMate P259-G2,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.23kg,619
Toshiba,Tecra A50-C-1ZV,Notebook,"15.6""",1366x768,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,2.2kg,1119
Lenovo,Yoga 700-11ISK,2 in 1 Convertible,"11.3""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 515,Windows,10,1.1kg,1299
Lenovo,IdeaPad Y700-15ACZ,Gaming,"15.6""",IPS Panel Full HD 1920x1080,16GB,512GB SSD +  1TB HDD,AMD Radeon R9 M385,Windows,10,2.5kg,999
Dell,Latitude 7280,Ultrabook,"12.5""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics,Windows,10,1.36kg,1472.2
Lenovo,IdeaPad 310-15IKB,Notebook,"15.6""",Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce 920MX,No OS,,2.2kg,685
Dell,Insprion 5767,Notebook,"17.3""",1600x900,4GB,1TB HDD,AMD Radeon R7 M445,Windows,10,2.36kg,659
Acer,Chromebook 14,Notebook,"14.0""",1366x768,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,,1.68kg,349
HP,ZBook Studio,Workstation,"15.6""",IPS Panel Full HD 1920x1080,8GB,8GB SSD,Nvidia Quadro M1000M,Windows,10,2.0kg,2249
Dell,Latitude 7480,Ultrabook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.36kg,1775
Toshiba,Portege Z30-C-1CW,Notebook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.2kg,1460
Asus,Chromebook Flip,2 in 1 Convertible,"12.5""",Full HD 1920x1080,8GB,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,,1.2kg,1159
Lenovo,Thinkpad T460,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.7kg,1488.99
Dell,Alienware 17,Gaming,"17.3""",IPS Panel 4K Ultra HD 3840x2160,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.36kg,3154
Dell,XPS 13,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 615,Windows,10,1.24kg,1899
HP,ProBook x360,2 in 1 Convertible,"11.6""",Touchscreen 1366x768,4GB,256GB SSD,Intel HD Graphics 505,Windows,10,1.45kg,775
Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ 3200x1800,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.3kg,1268
Acer,Chromebook C738T-C2EJ,2 in 1 Convertible,"11.6""",IPS Panel Touchscreen 1366x768,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,,1.25kg,389
Toshiba,Portege Z30-C-16Z,Notebook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.2kg,1535
Lenovo,ThinkPad X270,Ultrabook,"12.5""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.36kg,1760
Acer,Aspire F5-573G-510L,Notebook,"15.6""",Full HD 1920x1080,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows,10,2.4kg,1009
Toshiba,Portege X20W-D-10V,Ultrabook,"12.5""",Full HD / Touchscreen 1920x1080,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.1kg,1790
HP,ProBook 450,Notebook,"15.6""",1366x768,8GB,1TB HDD,Nvidia GeForce 930MX,Windows,10,2.04kg,846.5
Dell,Inspiron 3567,Notebook,"15.6""",1366x768,4GB,1TB HDD,AMD Radeon R5 M430,Linux,,2.25kg,465.62
Dell,Latitude 5580,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.9kg,825
HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.04kg,685
Dell,Alienware 17,Gaming,"17.3""",IPS Panel Full HD 1920x1080,32GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.42kg,3149
Lenovo,IdeaPad 310-15IKB,Notebook,"15.6""",Full HD 1920x1080,6GB,256GB SSD,Nvidia GeForce 920MX,Windows,10,2.4kg,695
Dell,XPS 13,2 in 1 Convertible,"13.3""",Quad HD+ / Touchscreen 3200x1800,16GB,512GB SSD,Intel HD Graphics 615,Windows,10,1.22kg,1899
Dell,Latitude E7470,Ultrabook,"14.0""",Touchscreen 2560x1440,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.5kg,1962.98
Dell,Alienware 17,Gaming,"17.3""",Full HD 1920x1080,32GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.42kg,2800
Toshiba,Tecra A40-C-1DF,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.95kg,1180
Asus,Rog Strix,Gaming,"17.3""",Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.73kg,2049.9
HP,Probook 450,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 930MX,Windows,10,2.04kg,979
Lenovo,ThinkPad T460,Notebook,"14.0""",1366x768,4GB,508GB Hybrid,Intel HD Graphics 520,Windows,7,1.70kg,1002
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,"15.6""",4K Ultra HD / Touchscreen 3840x2160,16GB,512GB SSD +  2TB HDD,Nvidia GeForce GTX 950M,Windows,10,2.3kg,1799
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,"15.6""",1366x768,6GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.04kg,579
Asus,Rog GL753VE-DS74,Gaming,"17.3""",Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.99kg,1749
Dell,Inspiron 7579,2 in 1 Convertible,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,12GB,512GB SSD,Intel HD Graphics 620,Windows,10,2.19kg,1299
Toshiba,Portege Z30-C-1CV,Notebook,"13.3""",Full HD 1920x1080,4GB,128GB SSD,Intel HD Graphics 520,Windows,7,1.2kg,1195
Lenovo,IdeaPad 320-15ABR,Notebook,"15.6""",Full HD 1920x1080,6GB,256GB SSD,AMD Radeon 530,Windows,10,2.2kg,549
Fujitsu,LifeBook A556,Notebook,"15.6""",1366x768,4GB,256GB SSD,Intel HD Graphics 520,Windows,10,2.3kg,649
Toshiba,Tecra A40-C-1KF,Notebook,"14.0""",1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,1.75kg,915
Dell,Inspiron 3567,Notebook,"15.6""",1366x768,4GB,500GB HDD,AMD Radeon R5 M430,Windows,10,2.25kg,599
HP,Probook 450,Notebook,"15.6""",Full HD 1920x1080,8GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.04kg,806
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.5kg,1189
Dell,Inspiron 5567,Notebook,"15.6""",1366x768,8GB,1TB HDD,AMD Radeon R7 M445,Windows,10,2.36kg,749
Dell,Latitude 5480,Notebook,"14.0""",Full HD 1920x1080,8GB,128GB SSD,Intel HD Graphics 620 ,Windows,10,1.6kg,1119
HP,EliteBook Folio,Netbook,"12.5""",Full HD 1920x1080,8GB,512GB SSD,Intel HD Graphics 515,Windows,10,0.97kg,1908
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,"15.6""",Full HD 1920x1080,4GB,128GB SSD +  1TB HDD,AMD Radeon 520,Windows,10,2.1kg,499
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,"15.6""",1366x768,4GB,128GB SSD,Intel HD Graphics 500,No OS,,1.9kg,270.62
Lenovo,ThinkPad T560,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,2.3kg,1349
Dell,Inspiron 5378,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.68kg,889
Asus,ZenBook UX310UA-FB485T,Notebook,"13.3""",Quad HD+ 3200x1800,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.4kg,1150
HP,Spectre 13-V111dx,Ultrabook,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.11kg,1349
Acer,Aspire ES1-533,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 505,Windows,10,2.4kg,380
Asus,Rog GL553VE-DS74,Gaming,"15.6""",Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5kg,1799
HP,EliteBook 840,Ultrabook,"14.0""",Full HD 1920x1080,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.48kg,2089
Acer,Nitro 5,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.7kg,1260
HP,ENVY -,Notebook,"13.3""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.34kg,1189
Dell,Vostro 3568,Notebook,"15.6""",1366x768,4GB,128GB SSD,Intel HD Graphics 620,Windows,10,2.18kg,547
HP,Probook 440,Notebook,"14.0""",1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.64kg,779
Toshiba,Portege Z30-C-16H,Notebook,"13.3""",Full HD 1920x1080,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,1.2kg,1195
HP,EliteBook 840,Notebook,"14.0""",1366x768,4GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.48kg,1099.99
HP,ProBook 640,Notebook,"14.0""",Full HD 1920x1080,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.95kg,1205
HP,EliteBook 1040,Ultrabook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.43kg,1449
HP,ProBook 440,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 930MX,Windows,10,1.64kg,1049.26
HP,Probook 440,Notebook,"14.0""",1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.64kg,684
Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,8GB,1TB Hybrid,Nvidia GeForce GTX 1050,Windows,10,2.65kg,949
HP,EliteBook 820,Ultrabook,"12.5""",Full HD 1920x1080,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.26kg,1539
HP,Elitebook 840,Notebook,"14.0""",Full HD 1920x1080,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.48kg,1590
HP,EliteBook 840,Ultrabook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.54kg,1887.21
HP,Probook 430,Notebook,"13.3""",1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.49kg,800
Toshiba,Portege A30-C-1CZ,Notebook,"13.3""",1366x768,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.5kg,1210
HP,ProBook 450,Notebook,"15.6""",1366x768,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.04kg,769.99
Lenovo,ThinkPad P70,Notebook,"17.3""",IPS Panel 4K Ultra HD 3840x2160,16GB,512GB SSD,Nvidia Quadro 3000M,Windows,7,2.4kg,2968
Toshiba,Tecra Z40-C-12Z,Notebook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.47kg,1490
HP,EliteBook 1040,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.43kg,2229
Dell,Inspiron 5568,2 in 1 Convertible,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,4GB,1TB HDD,Intel HD Graphics 520,Windows,10,2.08kg,795.99
Toshiba,Portégé Z30-C-16K,Ultrabook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.2kg,1590
HP,Spectre 13-V100nv,Notebook,"13.3""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.11kg,1149
HP,ProBook 440,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 930MX,Windows,10,1.64kg,1185.43
Dell,Latitude E5570,Notebook,"15.6""",Full HD 1920x1080,8GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.09kg,1046.44
HP,Elitebook 820,Ultrabook,"12.5""",1366x768,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.26kg,1559
HP,ProBook 650,Notebook,"14.0""",1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.31kg,1189
HP,ProBook 640,Notebook,"14.0""",1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.95kg,1060
Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.29kg,1624
HP,Probook 470,Notebook,"17.3""",Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 930MX,Windows,10,2.63kg,1080
HP,ProBook 440,Notebook,"14.0""",1366x768,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.64kg,973
Acer,Aspire 3,Notebook,"15.6""",1366x768,6GB,1TB HDD,AMD Radeon R5,Windows,10,2.1kg,409
MSI,GL72M 7RDX,Gaming,"17.3""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.7kg,1191.8
HP,Probook 640,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.95kg,1195
HP,EliteBook 850,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.84kg,1228.99
HP,EliteBook 820,Ultrabook,"12.5""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.26kg,1349
HP,ProBook 450,Notebook,"15.6""",1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.04kg,742
Toshiba,Tecra Z40-C-136,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.47kg,1725
Dell,Latitude E5570,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,2.09kg,1062.95
HP,ProBook 440,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.64kg,1010.51
